,quoted_status,quoted_status_id,quoted_status_id_str,text,user,conv_timestamp,sent_compound,sent_positive,sent_neutral,sent_negative
10,,,,"What links Trump, Lincoln and Ferris Bueller? https://t.co/t9PkczIUux","{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 22:41:43 +0000 2018,0.0,0.0,1.0,0.0
11,,,,Court rules parents do not need to lie about Easter Bunny https://t.co/y9vtdoS4Ci,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 22:32:31 +0000 2018,0.0,0.0,1.0,0.0
12,,,,California 14-year-old boy accused of posing as sheriff's deputy https://t.co/VvAxtuNTm9,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 22:32:31 +0000 2018,-0.296,0.0,0.804,0.196
13,,,,Virginia man hit by car he is fleeing in police chase https://t.co/Keg1Dj2Hzr,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 22:28:09 +0000 2018,0.0,0.0,1.0,0.0
14,,,,Trump laughs off awkward slip-up https://t.co/Wqhc7UCY6D,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 22:02:12 +0000 2018,0.3818,0.364,0.455,0.182
15,,,,Mystery Powerball winner claims prize amid anonymity battle https://t.co/85frMuXdFK,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 21:27:34 +0000 2018,0.6705,0.452,0.382,0.166
16,,,,Irish abortion referendum: Two women's stories https://t.co/9lNCOeEIfG,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 21:02:21 +0000 2018,0.0,0.0,1.0,0.0
17,,,,Trump imposes controversial tariffs https://t.co/5g4wM6onyR,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 21:02:21 +0000 2018,-0.296,0.0,0.484,0.516
18,,,,Amelia Earhart: Island bones 'likely' belonged to famed pilot https://t.co/PrYWkuvkuo,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 19:28:44 +0000 2018,0.0,0.0,1.0,0.0
19,,,,Fiorentina fans sing at Davide Astori's funeral https://t.co/eDNSGHGSvJ,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 19:17:52 +0000 2018,-0.3612,0.0,0.737,0.263
20,,,,Kim Kardashian: Feminist icon or emoji opportunist? https://t.co/IvBskGfwMA,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 18:45:37 +0000 2018,0.0516,0.146,0.854,0.0
21,,,,A guide to landmark 11-nation trade deal https://t.co/ZPWKYn4UBm,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 18:39:26 +0000 2018,0.0772,0.178,0.822,0.0
